recency,freq,monetary
335,47,165.75
347,144,1196.33
306,46,1064.28
166,30,463.38
198,17,340.93
366,120,2383.2400000000002
348,7,139.56
323,6,123.8
62,19,538.8100000000001
64,29,475.37
331,193,1957.32
347,194,815.32
285,7,356.85
190,10,251.21
354,624,2470.67
370,164,3543.26
326,107,673.26
356,799,5905.64
356,316,2012.17
350,96,1383.18
351,57,276.42
362,68,1314.81
186,23,275.28
273,12,455.59000000000003
312,73,1055.35
356,101,2102.09
340,18,330.45
309,16,174.37
372,4,270.6
349,17,974.54
265,12,241.09
342,203,1867.68
354,291,4332.2
371,972,8508.82
336,18,364.21999999999997
313,229,620.04
348,216,2925.91
137,64,932.85
349,62,1949.72
371,519,4447.05
313,330,2864.19
114,19,171.8
316,10,355.56
309,19,388.25
358,32,537.48
364,76,996.26
315,111,1461.65
188,5,103.25
345,72,3630.33
349,114,2024.45
368,399,2578.09
370,366,4007.54
223,4,652.8
62,56,289.24
363,48,765.62
355,10,186.23
222,58,165.07
354,113,859.27
363,216,2381.04
316,21,324.14
288,16,788.38
366,74,2237.77
298,69,1080.76
370,423,5074.77
278,127,3099.12
263,4,1432.0
317,33,1530.3600000000001
372,12,227.39
93,29,218.06
370,270,2832.84
194,235,1653.42
1,1,35.400000000000006
361,123,859.71
370,24,168.63
357,17,138.6
333,6,114.11
368,330,1052.55
204,100,1042.26
323,29,157.05
97,19,237.36
355,383,1601.14
2,3,39.75
358,197,1447.14
338,164,570.46
352,152,617.99
366,53,379.83
354,102,1740.6
362,55,883.15
329,50,221.97
68,25,393.33000000000004
363,7,213.96
99,2,660.0
372,2700,12156.65
358,86,16569.5
369,20,1785.15
301,4,601.56
131,3,406.08000000000004
364,16,553.44
128,20,394.44
168,26,412.78000000000003
372,92,1788.3600000000001
189,21,320.58000000000004
341,134,889.25
316,13,225.85
177,53,899.63
350,122,2791.27
282,24,671.96
369,152,959.01
323,41,1006.98
111,8,114.56
107,20,344.90000000000003
337,28,609.85
323,16,443.6
321,172,2984.49
349,106,2125.08
352,7,110.46
315,2,96.12
203,31,693.8100000000001
306,26,830.76
217,30,597.09
372,2080,280206.02
172,30,243.22
369,199,1417.29
306,102,654.6
296,29,114.18
372,237,1947.55
365,49,1932.23
204,80,291.05
356,126,848.22
368,29,247.15
365,253,2529.93
287,30,285.74
347,4,107.95
345,168,771.17
354,99,637.89
313,90,1835.7
349,14,195.25
363,573,9241.2
132,170,1269.99
93,132,411.53
139,61,765.55
370,74,1736.4
357,102,604.75
342,42,2548.2400000000002
348,258,28754.11
302,7,498.95
186,2,52.0
348,421,1236.28
267,15,628.38
366,327,5630.87
165,13,112.8
329,50,371.7
343,71,2114.33
236,68,591.55
109,8,172.9
369,130,2078.95
155,22,188.60999999999999
372,210,1250.76
159,8,109.13000000000001
341,115,2235.3
363,335,2549.37
372,347,3292.14
359,22,318.17
362,415,1546.91
175,1,179.0
371,28,1126.37
358,196,4921.04
359,139,606.13
363,357,2868.8
344,25,917.07
364,339,2666.36
349,10,160.19
349,71,867.38
330,55,329.68
372,237,1602.13
368,37,663.81
226,29,187.92000000000002
363,278,1158.3
349,52,718.08
99,10,268.58
0,71,313.49
372,501,2005.06
326,45,380.02
365,147,2702.4900000000002
357,202,9585.91
370,194,6065.69
370,17,1164.55
331,54,1314.45
369,60,3902.28
176,89,1448.21
362,59,1400.34
357,26,1099.98
261,69,1220.26
124,18,328.2
344,89,1415.75
330,5,389.64
286,30,563.15
329,41,638.05
364,235,5010.28
358,38,738.96
298,19,420.5
229,71,1484.06
369,102,1625.97
76,5,89.2
315,11,255.9
110,21,300.52
327,6,278.3
344,39,254.11
365,135,2473.37
356,5,192.60000000000002
371,1090,10674.75
141,52,876.42
261,9,139.26
315,60,1011.9
322,117,2538.3
246,35,730.86
93,41,386.15
319,27,447.68
54,6,200.10000000000002
347,15,289.99
363,3,77.4
366,30,679.4399999999999
345,6,197.64
357,46,745.06
310,2,6.2
352,14,228.99
371,80,1319.91
207,6,131.45000000000002
372,1141,8022.49
321,12,173.74
322,13,157.7
326,385,4339.74
312,59,193.14
211,44,845.55
365,12,353.27
358,47,554.65
298,11,193.39000000000001
334,235,2741.17
333,255,2087.88
4,30,155.43
337,53,778.5
176,4,271.85
173,63,1110.34
300,48,657.8
309,13,272.07
352,29,507.29
7,2,48.800000000000004
193,70,321.43
363,29,1127.71
370,121,2226.91
177,17,2139.76
344,42,697.55
320,40,197.13
356,67,1720.3
363,6,102.44999999999999
284,108,1649.5
106,4,62.85
320,138,3295.76
330,145,2824.69
310,130,3189.81
225,13,309.4
352,388,7930.54
62,21,325.75
350,28,511.35
315,143,2836.69
349,9,475.8
295,127,2759.83
254,20,645.65
337,66,1311.3799999999999
314,60,1173.12
361,58,1353.74
354,11,170.32
321,6,125.79
348,48,841.1999999999999
344,11,266.76
366,4,52.2
363,99,14389.9
188,36,710.28
370,144,2953.59
365,71,725.7
112,13,327.25
370,98,522.38
163,28,519.68
266,47,1465.3200000000002
361,124,1485.54
296,47,706.19
354,17,255.4
347,11,589.7
355,53,761.59
242,15,765.3199999999999
121,18,364.8
294,6,1862.0
166,20,369.2
37,10,135.9
120,7,125.65
225,33,554.38
364,73,1237.8500000000001
288,23,655.75
366,498,11138.710000000001
169,43,468.77000000000004
366,55,1366.38
350,116,1303.52
362,96,1421.29
348,20,332.66
352,355,2810.63
371,69,1025.44
216,17,616.15
370,165,3501.1
299,9,277.8
371,30,434.35
372,5677,143825.06
357,27,867.85
338,87,1227.43
282,12,307.48
303,77,1268.98
258,45,1610.15
161,57,977.77
343,78,1316.07
323,44,749.1
128,10,310.05
341,11,223.88
265,128,2372.86
369,41,1257.68
8,17,363.53
292,87,1890.94
76,10,1784.71
340,364,8137.02
317,34,1621.88
344,170,5900.25
359,3,100.9
301,14,290.82
350,63,1101.97
354,19,371.2
294,20,311.69
314,138,8099.49
348,55,289.82
361,85,336.17
120,12,58.49
226,42,499.68
309,59,695.42
365,27,221.27
363,312,7044.68
103,5,126.7
364,198,1487.8
126,13,206.21
277,83,599.0
359,38,191.32
324,6,463.8
343,37,147.59
305,34,1592.06
338,160,1116.57
245,18,114.77
266,32,1314.45
336,21,114.39
316,11,279.94
316,72,790.86
301,216,1931.42
127,8,102.12
354,41,213.27
175,87,296.75
358,4,326.4
162,40,334.54
335,61,233.23000000000002
327,26,546.1999999999999
203,75,429.87
326,77,490.52
258,115,1641.76
226,158,1246.32
358,1119,6316.57
322,144,502.09
214,12,156.91
361,182,1261.78
338,20,308.94
320,128,423.04
330,35,260.17
201,20,170.04
340,20,125.58
335,31,496.21000000000004
107,70,266.0
365,472,1914.82
362,135,905.04
370,562,6802.76
364,155,1661.33
340,72,377.01
293,61,469.0
343,35,1066.1499999999999
365,48,627.13
302,7,518.28
369,111,668.14
117,52,4959.1
369,510,2586.67
358,394,4308.61
284,27,252.73000000000002
301,127,465.55
315,130,705.49
364,1502,19914.44
203,67,180.35
174,5,135.93
342,3,537.0
354,453,7700.2300000000005
222,12,735.66
364,206,5213.7699999999995
104,22,343.62
308,97,384.05
100,3,121.17000000000002
348,78,1782.09
350,143,1391.61
54,30,215.78
369,71,697.79
361,114,302.1
98,25,1489.5
348,276,2124.9900000000002
333,237,1337.72
365,121,303.09
370,403,54534.14
302,57,987.86
160,5,370.79999999999995
336,155,3158.13
320,42,893.59
295,82,1744.76
327,104,553.36
194,70,1109.53
1,1,106.2
280,26,982.07
364,54,1043.41
268,42,748.87
296,27,773.03
201,49,880.85
366,440,9743.11
161,47,895.61
351,33,504.8
117,5,88.2
92,15,306.94
352,57,1160.07
363,145,2420.84
65,23,381.32
306,30,480.71
158,26,457.81
355,108,4597.02
270,47,1370.6
331,11,219.39000000000001
369,25,248.08
191,3,39916.5
289,23,410.48
40,3,876.0
365,8,317.53
342,35,703.36
177,69,1027.44
355,101,2298.93
356,100,1422.52
62,17,319.5
232,60,1300.25
128,28,484.95
350,35,996.1
344,84,1567.48
364,100,3609.33
343,197,2760.56
355,21,340.11
356,45,1352.75
359,79,1551.78
239,1,244.8
128,14,266.4
240,21,358.82
323,28,457.72
259,82,1633.78
366,106,2199.31
351,15,184.19
348,127,11528.48
308,16,406.53
313,102,1471.0
323,84,3447.4
204,22,330.11
355,52,977.9300000000001
246,29,982.42
359,73,1387.99
134,9,139.05
371,68,1286.7
134,13,178.96
321,80,2354.25
327,26,498.74
148,14,259.45
365,217,6580.44
369,67,1194.73
209,91,1327.16
133,28,623.5
363,20,301.29
240,23,520.8000000000001
356,343,5314.47
364,271,4745.69
342,22,329.25
298,85,296.42
372,55,961.49
370,125,1936.07
328,7,401.40000000000003
372,710,18641.010000000002
16,4,158.16
355,29,304.47
305,103,843.05
0,27,487.75
53,41,163.0
348,5,106.56
42,5,1289.5
365,110,1624.05
51,11,135.75
302,23,224.14
113,3,40.5
355,93,2206.95
6,6,87.5
307,16,689.4799999999999
219,29,622.85
344,63,406.76
303,21,310.62
359,19,411.41
372,91,4777.18
372,212,16225.39
254,51,1044.32
313,19,499.32
370,310,7616.53
371,1,3861.0
363,32,1079.6100000000001
281,10,193.64
314,13,1268.7
286,69,1236.54
348,142,1827.8
16,9,316.58
288,37,653.24
363,9,420.29999999999995
372,42,870.12
148,20,331.18
313,52,894.4100000000001
132,5,101.8
55,24,328.35
372,110,1661.44
327,35,734.94
286,2,96.6
363,166,5756.89
197,9,305.75
322,117,1778.96
7,5,403.25
55,5,585.0
148,20,755.75
15,14,322.08
139,23,409.40000000000003
63,8,154.41
337,58,1219.4
307,125,3386.71
134,23,429.6
260,31,612.06
97,14,197.0
156,143,2247.51
75,15,321.05
372,99,1412.32
344,50,1071.99
363,49,780.59
329,78,1706.57
307,110,1756.44
299,22,316.68
308,34,631.57
239,89,2515.84
135,33,514.15
251,6,356.0
342,350,6688.46
364,111,10484.99
337,44,740.78
357,53,918.1999999999999
246,18,300.36
307,47,890.85
225,6,98.45
90,7,317.15
205,34,623.16
273,77,1810.77
238,19,254.82
50,10,178.95000000000002
267,12,156.51
309,23,393.74
222,82,1506.1200000000001
35,6,119.3
351,11,1717.36
350,2,408.8
358,41,2379.49
366,274,2507.07
316,63,721.94
369,47,716.57
336,41,615.14
307,52,135.31
327,12,255.89999999999998
19,19,290.51
201,16,113.12
315,139,2332.15
324,3,240.55
351,20,486.69
330,88,2306.52
344,58,939.78
369,204,7943.22
348,103,4668.3
172,25,180.94
323,194,3672.86
363,39,641.94
371,192,4799.9
306,7,4507.01
309,28,496.44
323,243,5070.35
83,31,574.02
313,23,694.4000000000001
309,58,1174.35
278,12,205.3
99,19,310.47
373,2379,60767.9
298,47,924.85
263,1,52.0
174,24,327.97
309,37,570.5
47,1,165.0
370,33,312.62
90,16,204.5
329,36,267.13
303,95,2748.31
288,42,679.68
270,49,162.29
40,29,311.71
321,10,208.75
334,57,1049.7
341,13,714.96
7,35,1661.06
165,16,1028.56
217,99,351.67
320,36,173.97
307,86,574.07
293,17,2020.52
244,24,406.09
286,21,364.5
373,26,563.94
328,20,393.54
41,17,252.42000000000002
7,5,201.60000000000002
301,9,158.04
215,72,473.81
0,5,115.65
361,225,1960.1100000000001
119,63,777.02
344,14,277.05
342,519,2766.5
369,551,8347.2
334,13,427.93
12,7,418.92
1,16,326.0
278,29,913.19
348,114,2314.32
298,44,602.51
316,95,1877.59
352,4,446.94000000000005
333,94,2386.05
236,27,2007.3999999999999
365,132,2415.91
245,3,168.0
333,117,1233.3600000000001
204,194,3703.29
365,36,1690.2600000000002
160,8,596.85
359,302,5955.71
204,41,642.41
333,12,316.88
187,31,394.14
103,10,140.54
201,1,500.0
369,84,1535.53
357,12,231.86
364,85,2183.54
48,7,107.45
261,14,288.18
84,6,94.0
357,73,1345.53
372,50,815.77
281,12,716.2
225,42,626.77
184,8,349.1
342,53,510.71000000000004
340,153,1056.44
109,34,267.18
289,122,3450.84
347,99,1358.88
202,10,190.53
364,39,774.9000000000001
60,48,572.8100000000001
309,192,3984.32
288,28,508.8
349,8,135.86
315,53,950.36
50,6,97.7
335,2,43.5
119,17,383.34
354,292,1447.39
340,306,1483.14
358,6,93.78
347,82,397.35
350,10,171.19
160,41,533.3
365,55,1041.48
351,29,149.29
361,329,1122.53
111,45,200.16
242,25,156.57999999999998
319,62,383.68
125,2,594.0
372,382,3236.91
364,219,1418.26
109,5,113.5
43,9,155.17
61,28,494.64
347,60,974.52
343,30,429.84
344,58,538.73
372,286,1388.37
11,25,179.1
90,60,447.22
111,58,237.07
348,7,161.64
19,58,216.76
279,11,234.6
344,7,126.14
35,157,1048.85
354,97,7354.62
288,57,334.53
364,52,524.88
322,24,467.51
323,24,538.55
371,77,469.48
260,76,371.56
359,11,1771.2
296,29,454.10999999999996
333,46,1441.42
257,45,905.5
358,98,11054.96
212,88,233.81
372,188,3594.31
343,86,2575.0
281,2,91.32000000000001
351,50,1134.28
278,154,3100.09
345,35,659.4599999999999
341,297,2001.8
352,125,1299.23
356,15,1262.2
371,512,13316.4
365,68,1131.56
358,213,10384.93
11,70,147.09
292,13,52.83
321,97,3610.96
351,164,979.26
202,46,492.36
184,92,1000.27
43,1,250.0
362,160,909.23
218,7,121.0
340,308,14758.220000000001
361,178,4139.46
329,15,62.43
140,27,267.03
309,214,1942.45
372,18,343.5
333,185,3000.2
341,57,398.84
289,10,412.01000000000005
349,1,440.0
371,178,825.92
340,4,148.44
355,163,2429.78
119,26,229.33
351,672,3995.23
352,108,1502.35
365,228,2007.44
348,256,1580.93
354,83,807.57
200,75,536.4
210,24,110.92
366,41,538.46
362,15,213.3
259,29,85.13000000000001
85,28,127.86
364,259,3546.71
319,81,292.71999999999997
366,702,4954.84
296,115,1693.26
369,61,575.63
337,29,436.06
156,17,90.12
313,56,437.23
96,14,217.2
361,899,4805.17
349,31,279.77
345,20,473.65000000000003
362,27,800.59
22,1,134.55
351,113,1400.44
323,8,173.16
355,7,186.01
371,53,758.29
270,31,1375.71
366,323,4165.52
362,57,650.4300000000001
369,215,2552.86
342,104,607.45
196,168,702.25
336,45,940.6700000000001
222,39,258.88
211,13,127.1
305,51,348.6
253,150,3679.9700000000003
349,44,682.9100000000001
350,123,725.11
197,31,455.3
323,9,913.6800000000001
118,29,478.53000000000003
327,24,388.58
303,5,199.8
358,103,1771.78
273,77,1406.59
338,22,324.57
320,14,240.68
347,52,761.74
362,410,6776.56
365,47,1297.8700000000001
295,2,48.480000000000004
321,17,216.39
337,67,1198.23
312,77,2920.16
37,13,104.76
345,60,1093.68
189,16,298.48
322,6,112.46000000000001
364,43,1591.45
337,6,195.15
363,423,10399.74
341,45,776.851
363,3,336.40000000000003
317,100,1553.18
369,16,1293.03
330,185,3709.56
232,19,301.03
257,34,588.13
270,64,1534.26
299,49,675.8
369,155,2870.2400000000002
328,60,1186.35
358,167,3285.31
356,15,243.55
284,25,724.76
321,15,223.36
239,25,425.32
369,484,12515.66
268,119,1887.2
182,33,664.0
207,238,813.0
355,52,612.01
216,35,447.64000000000004
169,25,657.35
37,2,816.0
337,32,646.3
282,21,337.74
281,6,877.4399999999999
364,21,922.53
130,34,560.67
328,47,748.5
351,1,30.0
183,48,1024.1000000000001
330,11,306.45
348,90,1600.86
56,5,309.8
267,9,138.14
323,17,386.43
205,116,2242.01
334,13,301.32
156,1,76.32000000000001
333,33,684.34
77,12,173.05
355,78,2657.13
285,155,2881.02
300,114,2446.6
292,21,323.69
355,202,3435.76
324,33,657.23
321,12,352.7
349,110,781.28
364,78,1333.68
348,53,1426.16
256,10,193.75
365,166,2993.1
254,9,254.1
369,19,239.76
121,2,136.8
345,12,191.04
373,78,6479.4
107,22,409.98
340,171,2736.46
356,18,309.65
201,86,696.68
371,237,1542.14
109,5,211.5
233,117,2293.62
172,6,143.1
310,55,1060.56
338,214,945.58
333,288,3364.2400000000002
90,6,133.25
364,53,1072.3600000000001
230,19,356.7
362,35,330.88
228,118,1118.81
139,7,150.3
341,937,5045.61
349,128,598.73
362,91,507.08
338,69,2222.56
9,41,203.1
172,11,218.25
358,32,415.25
357,302,5178.96
161,5,85.0
308,70,1120.88
161,14,294.12
91,10,162.3
259,26,1339.45
359,72,1205.1200000000001
355,173,4812.42
307,8,449.12
324,9,154.88
357,88,784.46
296,3,34.8
354,62,1094.59
239,28,196.88
361,93,974.04
333,21,149.31
138,10,44534.3
371,293,2465.48
334,411,2637.38
69,1,79.2
322,28,458.57
363,141,2364.25
312,192,532.96
308,45,714.42
349,9,205.25
155,7,253.04
308,37,583.75
342,61,1086.92
285,180,3279.97
309,11,315.06
258,27,621.8299999999999
366,130,56252.72
368,10,635.6800000000001
305,25,270.8
128,7,104.9
240,18,241.62
132,21,1047.11
190,29,475.28000000000003
348,20,345.46
364,43,2614.7400000000002
363,14,246.3
341,83,2328.9700000000003
327,267,4932.2
347,206,948.05
15,25,351.3
363,35,220.85
330,75,1612.69
359,12,965.61
224,42,610.01
372,133,2711.56
260,8,2207.4
298,98,884.14
266,119,699.08
327,64,1063.95
231,1,451.42
322,8,415.82000000000005
373,263,4206.39
350,301,5528.4800000000005
327,31,784.58
323,48,903.9
67,208,3734.9700000000003
337,35,515.77
295,89,1391.98
351,133,2218.62
266,41,1801.14
166,40,1303.9099999999999
357,72,1945.33
310,49,2100.6
324,123,1905.45
54,17,206.98
329,62,570.96
370,33,885.47
1,1,15.0
201,20,532.94
317,68,1654.31
300,115,1836.0900000000001
274,51,636.14
336,39,576.0
315,68,801.76
119,54,836.79
303,273,2233.75
329,50,954.09
323,10,137.37
309,24,391.98
362,167,33643.08
340,62,1048.49
315,27,355.56
301,47,1224.06
70,8,118.95000000000002
327,11,130.73999999999998
356,138,3711.77
335,22,389.27
354,97,238.85
187,22,160.71
322,30,110.8
369,140,2974.65
237,80,712.24
369,645,16387.57
355,14,297.0
358,191,1438.85
333,142,977.21
361,546,3165.36
365,147,832.88
348,18,68.84
351,20,1936.3200000000002
333,40,895.13
272,45,230.53
368,461,3812.64
96,15,149.64
341,76,354.09000000000003
359,128,360.93
310,120,4405.88
372,129,493.28
4,105,343.28000000000003
61,29,501.39000000000004
175,23,516.36
371,49,396.48
281,18,379.35
313,12,181.09
293,12,168.31
217,93,446.87
147,62,524.52
120,41,263.55
224,11,179.17
179,24,222.05
372,86,1388.88
5,4,56.25
350,51,351.11
357,116,363.88
364,74,5126.76
365,30,164.68
354,150,1567.69
370,249,967.45
200,7,191.94
373,267,1232.18
195,19,264.62
357,155,1528.09
126,12,123.1
183,40,334.23
354,143,639.89
219,60,167.5
201,25,336.03000000000003
0,11,369.5
1,21,127.08
179,12,207.15
306,21,426.63
369,115,2495.87
352,74,1107.46
134,12,416.86
309,7,145.35
261,18,404.58
284,76,6115.01
62,1,35.8
240,14,337.44
97,6,325.1
8,2,181.0
291,29,1708.24
365,60,955.24
357,19,364.72
342,98,1765.51
365,41,708.22
340,91,806.57
358,98,1659.3799999999999
349,183,4416.26
342,42,428.89
299,7,104.35
354,28,470.76
356,122,845.64
350,84,418.83
371,20,666.1
70,11,314.1
356,35,4199.85
7,4,307.82000000000005
334,176,3442.15
289,24,371.01
208,98,430.94
356,65,1054.73
296,49,1098.78
285,43,2398.86
349,97,3408.48
351,113,1475.02
371,270,2837.67
250,37,1142.42
343,14,168.12
361,140,1451.28
354,27,158.03
329,52,792.11
370,3,41.989999999999995
365,552,2797.57
319,35,427.07
285,130,1060.68
337,506,3089.97
371,9,12393.7
344,103,2735.37
361,218,615.39
162,8,101.4
326,385,1701.94
350,33,478.78
351,90,992.71
128,86,407.5
365,212,3362.71
338,94,1415.29
370,139,37130.6
336,145,662.38
370,182,705.39
370,235,1508.76
326,32,211.88
334,28,408.90000000000003
327,160,3786.2400000000002
357,46,851.01
113,76,628.28
327,101,719.81
361,64,251.24
344,28,439.65999999999997
330,32,236.09
282,16,934.62
335,242,81024.84
64,29,331.24
281,100,548.94
368,1137,8816.4
177,22,437.7
286,55,758.92
104,39,855.02
366,26,471.78000000000003
308,65,1313.55
343,6,3166.4
351,71,1197.27
336,39,773.99
254,83,1340.7
0,8,256.44
333,312,1111.79
200,10,137.9
319,34,362.06
341,84,1511.95
228,70,783.9
153,8,134.8
328,68,664.85
357,121,2263.12
308,180,1459.8600000000001
364,64,1153.62
113,23,335.32
8,74,372.09
357,102,1521.87
351,33,852.15
329,21,326.24
85,23,584.3199999999999
76,1,122.39999999999999
370,129,2234.73
90,1,79.2
357,21,1352.0
292,10,217.16
317,227,2806.9
273,31,1317.62
74,38,436.18
350,167,981.51
314,39,1121.39
219,18,315.06
259,51,817.86
267,1,17.0
362,63,1078.23
109,12,320.62
133,10,185.04999999999998
286,67,2005.63
323,39,731.9
303,76,1290.7
331,57,1842.14
366,48,1429.64
312,29,302.36
125,13,336.96
308,6,108.38
356,31,3204.1600000000003
289,48,842.5
155,18,611.88
328,354,1337.48
230,16,195.73999999999998
190,30,161.38
203,8,135.75000000000003
364,284,1667.97
162,34,612.78
184,30,232.21
365,16,423.36
314,30,1309.14
316,212,867.11
300,38,684.4200000000001
322,16,307.78
56,11,249.0
6,13,289.35
344,117,6287.77
334,40,656.25
356,89,1880.22
322,78,3506.54
370,339,14589.04
352,35,618.09
111,21,517.55
314,37,709.38
355,31,635.41
308,35,725.18
285,30,620.4
124,37,535.34
370,117,2424.94
127,1,175.2
365,224,3799.4900000000002
216,29,734.13
240,22,375.0
77,1,76.32000000000001
369,18,280.52
331,117,2053.02
105,29,1829.04
324,89,1824.23
365,130,3122.04
358,18,656.69
92,14,348.2
308,20,1025.44
372,474,5575.56
121,2,37.4
141,6,856.6
356,34,822.48
363,98,3787.6
365,85,1822.97
323,125,1885.05
314,3,73.2
278,69,1140.21
358,84,1418.32
247,23,1009.5500000000001
279,58,1037.59
323,15,331.95
235,8,197.9
313,11,215.83
273,162,10254.18
300,11,305.54
301,28,6617.65
306,15,338.71000000000004
309,45,1158.79
357,31,529.41
351,218,4006.94
342,295,6911.4400000000005
329,67,981.86
358,11,215.48
333,6,215.08
371,134,5180.52
137,19,314.45
298,15,400.68100000000004
369,179,1080.6200000000001
370,111,1863.47
13,18,365.27
315,35,592.9
350,57,405.71
343,98,761.38
319,63,537.0600000000001
348,19,394.38
329,66,664.26
285,46,2262.62
372,123,21086.3
285,23,547.02
354,41,690.34
295,6,159.0
203,44,1062.75
293,14,242.35
106,37,914.9300000000001
138,15,304.25
344,84,3084.68
337,97,864.86
55,137,846.72
316,96,1295.3
329,134,1096.32
170,8,255.12
148,6,314.22
286,47,1010.6
184,35,542.03
330,37,990.88
302,22,536.6800000000001
333,46,867.31
295,20,432.2
317,19,414.2
349,135,3718.8
364,662,2607.87
365,294,3603.21
340,51,409.1
162,91,1522.75
350,90,1413.66
203,16,114.56
312,7,152.94
321,69,1800.07
112,24,389.44
307,123,3683.86
357,270,2619.91
107,13,752.4300000000001
197,2,46.95
328,135,5203.51
323,18,1035.45
356,124,746.83
364,258,5447.0
300,61,861.89
302,45,667.65
20,54,1141.24
371,133,1429.24
257,25,411.7
0,67,357.95
177,33,559.87
197,6,810.6000000000001
273,23,566.38
352,107,1509.58
301,17,2062.06
34,11,168.3
368,166,1570.81
342,109,823.97
204,8,142.5
252,17,302.25
352,118,2248.9900000000002
364,79,1328.55
105,20,301.9
351,27,598.2
247,11,233.22
348,162,5360.63
235,22,361.21999999999997
160,41,632.27
336,4,2560.0
267,42,706.57
356,37,616.26
370,16,274.15000000000003
43,14,226.37
309,151,2938.91
254,69,1341.65
338,19,328.15
156,3,404.40000000000003
201,56,1038.46
301,12,373.65000000000003
372,37,326.75
177,1,207.50000000000003
245,118,428.68
327,18,594.24
368,319,3110.96
359,319,3844.22
356,39,251.91
345,153,1593.2
366,45,26626.8
337,10,151.05
216,11,214.79999999999998
89,20,109.95
266,153,549.07
349,77,1971.87
298,15,322.41
357,47,370.47999999999996
215,2,101.10000000000001
329,38,575.41
362,92,887.65
341,235,1469.45
83,9,53.5
352,57,1116.47
41,8,153.9
356,28,494.44
370,94,6675.71
310,39,395.8
176,31,211.77
340,34,658.88
372,109,2027.5
366,66,1750.92
369,662,3512.53
364,106,896.66
341,81,734.77
320,5,109.36000000000001
362,53,707.04
356,51,1540.42
355,18,327.3
336,130,804.49
371,76,497.43
355,118,1553.66
291,228,1320.56
340,97,367.93
307,111,473.03000000000003
365,125,987.01
106,5,676.2
126,23,362.95
369,108,2157.4
312,32,1780.59
299,102,668.36
284,33,584.5
313,59,555.89
345,88,317.2
51,4,94.36
320,34,1382.07
104,45,221.19
371,330,3046.21
317,83,1555.34
313,210,1486.9
219,82,1705.8
354,73,408.57
279,29,303.93
372,186,4098.32
109,60,299.6
61,10,177.5
303,23,443.05
71,5,167.25
355,63,163.07
361,172,2126.93
337,232,2028.88
354,45,214.65
320,35,151.83
317,31,262.2
352,7,126.25
329,54,210.35
347,71,1051.4
329,102,675.27
261,51,972.23
356,369,34684.4
349,18,346.12
182,5,133.56
71,21,302.7
371,372,1908.25
110,9,241.06
267,2,284.55
316,6,300.85
160,83,642.81
309,8,287.4
345,17,184.26
344,109,1522.25
368,132,798.35
366,282,3640.67
306,24,381.2
372,174,616.79
327,84,654.67
340,63,230.51
373,3,168472.5
238,36,259.01
175,20,188.89000000000001
176,40,707.69
224,11,311.92
286,14,266.97
329,2,6.9
310,99,1841.18
274,111,2158.37
155,9,208.36
371,202,3482.7400000000002
345,135,814.72
196,33,151.42
300,3,136.0
352,82,1422.4
354,236,1314.68
340,148,1603.46
299,2,74.9
350,182,650.43
322,170,762.39
99,13,223.95000000000002
209,18,316.11
366,360,1871.5
285,28,544.3
310,146,2494.46
348,17,331.0
363,35,300.83
298,53,769.29
358,18,220.62
181,19,139.35
200,25,404.3
296,42,363.65
340,29,498.8
327,39,731.5
294,56,1351.63
77,50,826.53
370,97,684.41
365,95,1599.52
324,136,2965.69
212,15,100.97
13,19,365.45
369,11,400.86
267,84,1431.93
348,86,484.38
342,4,777.6
354,3,90.30000000000001
77,13,363.7
1,13,248.1
352,169,950.26
369,35,874.59
321,113,1627.13
343,6,101.69999999999999
96,17,162.7
312,40,484.32
348,13,215.07999999999998
187,156,1046.57
372,290,9418.470000000001
371,183,13027.45
202,15,290.36
292,14,228.06
370,17,244.41
183,30,455.25
351,77,1244.59
356,4,6748.8
354,177,1095.56
368,31,593.75
263,55,548.97
371,45,1388.81
320,5,119.62
209,3,339.3
83,25,787.15
363,981,4154.64
265,251,2298.97
278,32,922.12
131,17,379.73
210,84,5719.82
331,52,837.1
338,17,285.89
307,207,3313.79
349,11,281.85
373,460,8338.49
347,57,841.41
368,31,511.12
320,19,1077.74
9,3,173.7
358,18,614.66
179,35,865.6
370,5,124.2
358,126,3738.4
347,87,1421.69
246,57,1009.6
289,42,663.61
302,28,451.44
191,9,105.84
260,6,313.62
0,14,233.45
293,28,936.08
125,8,463.95
141,13,225.15
302,33,459.24
305,10,213.5
369,216,4113.68
323,27,330.03
298,53,181.09
312,85,360.16
358,12,250.15
369,7,90.04
88,10,145.04999999999998
369,62,813.52
333,31,244.79999999999998
337,29,528.08
299,34,482.47
356,172,3347.71
358,276,5493.46
154,6,75.66
187,10,129.49
341,66,1187.66
303,30,618.59
191,26,506.19
358,33,500.42
138,5,151.85
342,96,2647.59
110,14,226.21
370,9,178.96
322,29,813.48
128,5,129.45
293,48,810.5699999999999
99,23,333.08
373,179,4413.1
294,20,322.8
344,117,2188.05
300,64,417.73
356,152,2883.1
151,9,217.9
341,69,1154.47
351,94,1680.72
342,50,1257.51
268,12,231.10000000000002
369,34,688.33
128,27,487.51
196,62,833.78
204,14,214.06
331,19,290.65999999999997
302,24,518.42
315,118,6773.97
357,69,1212.66
232,29,601.27
356,261,3794.52
351,73,8625.8
364,208,933.62
5,8,123.24
184,2,39.12
357,16,1267.6499999999999
11,9,135.39999999999998
354,32,118.98
